"year","month","region","power_train","value"
2023,2,"SWEDEN","PETROL",4097
2023,2,"SWEDEN","DIESEL",2004
2023,2,"SWEDEN","TOTAL",18442
2023,2,"EUROPEAN UNION","BEV",97300
2023,2,"EUROPEAN UNION","PHEV",57569
2023,2,"EUROPEAN UNION","HEV",204883
2023,2,"EUROPEAN UNION","OTHERS",26895
2023,2,"EUROPEAN UNION","PETROL",295868
2023,2,"EUROPEAN UNION","DIESEL",120248
2023,2,"EUROPEAN UNION","TOTAL",802763
2023,2,"ICELAND","BEV",469
2023,2,"ICELAND","PHEV",182
2023,2,"ICELAND","HEV",114
2023,2,"ICELAND","OTHERS",1
2023,2,"ICELAND","PETROL",70
2023,2,"ICELAND","DIESEL",98
2023,2,"ICELAND","TOTAL",934
2023,2,"NORWAY","BEV",6183
2023,2,"NORWAY","PHEV",521
2023,2,"NORWAY","HEV",406
2023,2,"NORWAY","OTHERS",0
2023,2,"NORWAY","PETROL",108
2023,2,"NORWAY","DIESEL",221
2023,2,"NORWAY","TOTAL",7439
2023,2,"SWITZERLAND","BEV",2598
2023,2,"SWITZERLAND","PHEV",1432
2023,2,"SWITZERLAND","HEV",4911
2023,2,"SWITZERLAND","OTHERS",5
2023,2,"SWITZERLAND","PETROL",6642
2023,2,"SWITZERLAND","DIESEL",1610
2023,2,"SWITZERLAND","TOTAL",17198
2023,2,"EFTA","BEV",9250
2023,2,"EFTA","PHEV",2135
2023,2,"EFTA","HEV",5431
2023,2,"EFTA","OTHERS",6
2023,2,"EFTA","PETROL",6820
2023,2,"EFTA","DIESEL",1929
2023,2,"EFTA","TOTAL",25571
2023,2,"UNITED KINGDOM","BEV",12310
2023,2,"UNITED KINGDOM","PHEV",4723
2023,2,"UNITED KINGDOM","HEV",21749
2023,2,"UNITED KINGDOM","OTHERS",0
2023,2,"UNITED KINGDOM","PETROL",32311
2023,2,"UNITED KINGDOM","DIESEL",3348
2023,2,"UNITED KINGDOM","TOTAL",74441
2023,2,"EU + EFTA + UK","BEV",118860
2023,2,"EU + EFTA + UK","PHEV",64427
2023,2,"EU + EFTA + UK","HEV",232063
2023,2,"EU + EFTA + UK","OTHERS",26901
2023,2,"EU + EFTA + UK","PETROL",334999
2023,2,"EU + EFTA + UK","DIESEL",125525
2023,2,"EU + EFTA + UK","TOTAL",902775
2023,3,"AUSTRIA","BEV",5075
2023,3,"AUSTRIA","PHEV",1898
2023,3,"AUSTRIA","HEV",5260
2023,3,"AUSTRIA","OTHERS",1
2023,3,"AUSTRIA","PETROL",8812
2023,3,"AUSTRIA","DIESEL",5261
2023,3,"AUSTRIA","TOTAL",26307
2023,3,"BELGIUM","BEV",9459
2023,3,"BELGIUM","PHEV",8450
2023,3,"BELGIUM","HEV",3332
2023,3,"BELGIUM","OTHERS",403
2023,3,"BELGIUM","PETROL",24775
2023,3,"BELGIUM","DIESEL",5335
2023,3,"BELGIUM","TOTAL",51754
2023,3,"BULGARIA","BEV",75
2023,3,"BULGARIA","PHEV",19
2023,3,"BULGARIA","HEV",54
2023,3,"BULGARIA","OTHERS",0
2023,3,"BULGARIA","PETROL",1809
2023,3,"BULGARIA","DIESEL",352
2023,3,"BULGARIA","TOTAL",2309
2023,3,"CROATIA","BEV",217
2023,3,"CROATIA","PHEV",97
2023,3,"CROATIA","HEV",1377
2023,3,"CROATIA","OTHERS",153
2023,3,"CROATIA","PETROL",3162
2023,3,"CROATIA","DIESEL",1151
2023,3,"CROATIA","TOTAL",6157
2023,3,"CYPRUS","BEV",64
2023,3,"CYPRUS","PHEV",51
2023,3,"CYPRUS","HEV",583
2023,3,"CYPRUS","OTHERS",0
2023,3,"CYPRUS","PETROL",1010
2023,3,"CYPRUS","DIESEL",63
2023,3,"CYPRUS","TOTAL",1771
2023,3,"CZECH REPUBLIC","BEV",597
2023,3,"CZECH REPUBLIC","PHEV",399
2023,3,"CZECH REPUBLIC","HEV",3844
2023,3,"CZECH REPUBLIC","OTHERS",350
2023,3,"CZECH REPUBLIC","PETROL",11925
2023,3,"CZECH REPUBLIC","DIESEL",5263
2023,3,"CZECH REPUBLIC","TOTAL",22378
2023,3,"DENMARK","BEV",6554
2023,3,"DENMARK","PHEV",1926
2023,3,"DENMARK","HEV",3140
2023,3,"DENMARK","OTHERS",0
2023,3,"DENMARK","PETROL",5599
2023,3,"DENMARK","DIESEL",741
2023,3,"DENMARK","TOTAL",17960
2023,3,"ESTONIA","BEV",110
2023,3,"ESTONIA","PHEV",74
2023,3,"ESTONIA","HEV",798
2023,3,"ESTONIA","OTHERS",5
2023,3,"ESTONIA","PETROL",1025
2023,3,"ESTONIA","DIESEL",276
2023,3,"ESTONIA","TOTAL",2288
2023,3,"FINLAND","BEV",2872
2023,3,"FINLAND","PHEV",1384
2023,3,"FINLAND","HEV",1921
2023,3,"FINLAND","OTHERS",25
2023,3,"FINLAND","PETROL",1208
2023,3,"FINLAND","DIESEL",267
2023,3,"FINLAND","TOTAL",7677
2023,3,"FRANCE","BEV",30635
2023,3,"FRANCE","PHEV",15722
2023,3,"FRANCE","HEV",38515
2023,3,"FRANCE","OTHERS",6473
2023,3,"FRANCE","PETROL",71501
2023,3,"FRANCE","DIESEL",19866
2023,3,"FRANCE","TOTAL",182712
2023,3,"GERMANY","BEV",44125
2023,3,"GERMANY","PHEV",16776
2023,3,"GERMANY","HEV",67253
2023,3,"GERMANY","OTHERS",1339
2023,3,"GERMANY","PETROL",103271
2023,3,"GERMANY","DIESEL",48597
2023,3,"GERMANY","TOTAL",281361
2023,3,"GREECE","BEV",724
2023,3,"GREECE","PHEV",822
2023,3,"GREECE","HEV",3829
2023,3,"GREECE","OTHERS",392
2023,3,"GREECE","PETROL",5891
2023,3,"GREECE","DIESEL",1626
2023,3,"GREECE","TOTAL",13284
2023,3,"HUNGARY","BEV",652
2023,3,"HUNGARY","PHEV",488
2023,3,"HUNGARY","HEV",4617
2023,3,"HUNGARY","OTHERS",62
2023,3,"HUNGARY","PETROL",4450
2023,3,"HUNGARY","DIESEL",1229
2023,3,"HUNGARY","TOTAL",11498
2023,3,"IRELAND","BEV",3414
2023,3,"IRELAND","PHEV",1479
2023,3,"IRELAND","HEV",3139
2023,3,"IRELAND","OTHERS",0
2023,3,"IRELAND","PETROL",5812
2023,3,"IRELAND","DIESEL",3801
2023,3,"IRELAND","TOTAL",17645
2023,3,"ITALY","BEV",8163
2023,3,"ITALY","PHEV",7278
2023,3,"ITALY","HEV",57960
2023,3,"ITALY","OTHERS",13024
2023,3,"ITALY","PETROL",48097
2023,3,"ITALY","DIESEL",33737
2023,3,"ITALY","TOTAL",168259
2023,3,"LATVIA","BEV",178
2023,3,"LATVIA","PHEV",34
2023,3,"LATVIA","HEV",461
2023,3,"LATVIA","OTHERS",23
2023,3,"LATVIA","PETROL",786
2023,3,"LATVIA","DIESEL",274
2023,3,"LATVIA","TOTAL",1756
2023,3,"LITHUANIA","BEV",141
2023,3,"LITHUANIA","PHEV",0
2023,3,"LITHUANIA","HEV",921
2023,3,"LITHUANIA","OTHERS",0
2023,3,"LITHUANIA","PETROL",1108
2023,3,"LITHUANIA","DIESEL",375
2023,3,"LITHUANIA","TOTAL",2545
2023,3,"LUXEMBOURG","BEV",1044
2023,3,"LUXEMBOURG","PHEV",514
2023,3,"LUXEMBOURG","HEV",1043
2023,3,"LUXEMBOURG","OTHERS",0
2023,3,"LUXEMBOURG","PETROL",1801
2023,3,"LUXEMBOURG","DIESEL",844
2023,3,"LUXEMBOURG","TOTAL",5246
2023,3,"MALTA","BEV",73
2023,3,"MALTA","PHEV",88
2023,3,"MALTA","HEV",100
2023,3,"MALTA","OTHERS",1
2023,3,"MALTA","PETROL",187
2023,3,"MALTA","DIESEL",39
2023,3,"MALTA","TOTAL",489
2023,3,"NETHERLANDS","BEV",13235
2023,3,"NETHERLANDS","PHEV",5202
2023,3,"NETHERLANDS","HEV",7846
2023,3,"NETHERLANDS","OTHERS",149
2023,3,"NETHERLANDS","PETROL",10565
2023,3,"NETHERLANDS","DIESEL",455
2023,3,"NETHERLANDS","TOTAL",37452
2023,3,"POLAND","BEV",1913
2023,3,"POLAND","PHEV",1320
2023,3,"POLAND","HEV",17869
2023,3,"POLAND","OTHERS",1252
2023,3,"POLAND","PETROL",22246
2023,3,"POLAND","DIESEL",4860
2023,3,"POLAND","TOTAL",49460
2023,3,"PORTUGAL","BEV",3549
2023,3,"PORTUGAL","PHEV",2165
2023,3,"PORTUGAL","HEV",3419
2023,3,"PORTUGAL","OTHERS",790
2023,3,"PORTUGAL","PETROL",8661
2023,3,"PORTUGAL","DIESEL",2888
2023,3,"PORTUGAL","TOTAL",21472
2023,3,"ROMANIA","BEV",1027
2023,3,"ROMANIA","PHEV",0
2023,3,"ROMANIA","HEV",3240
2023,3,"ROMANIA","OTHERS",1812
2023,3,"ROMANIA","PETROL",4824
2023,3,"ROMANIA","DIESEL",1348
2023,3,"ROMANIA","TOTAL",12251
2023,3,"SLOVAKIA","BEV",213
2023,3,"SLOVAKIA","PHEV",211
2023,3,"SLOVAKIA","HEV",2267
2023,3,"SLOVAKIA","OTHERS",191
2023,3,"SLOVAKIA","PETROL",4503
2023,3,"SLOVAKIA","DIESEL",1467
2023,3,"SLOVAKIA","TOTAL",8852
2023,3,"SLOVENIA","BEV",565
2023,3,"SLOVENIA","PHEV",111
2023,3,"SLOVENIA","HEV",504
2023,3,"SLOVENIA","OTHERS",46
2023,3,"SLOVENIA","PETROL",3095
2023,3,"SLOVENIA","DIESEL",950
2023,3,"SLOVENIA","TOTAL",5271
2023,3,"SPAIN","BEV",4322
2023,3,"SPAIN","PHEV",5955
2023,3,"SPAIN","HEV",28750
2023,3,"SPAIN","OTHERS",1671
2023,3,"SPAIN","PETROL",44986
2023,3,"SPAIN","DIESEL",13840
2023,3,"SPAIN","TOTAL",99524
2023,3,"SWEDEN","BEV",12577
2023,3,"SWEDEN","PHEV",5540
2023,3,"SWEDEN","HEV",2652
2023,3,"SWEDEN","OTHERS",756
2023,3,"SWEDEN","PETROL",6424
2023,3,"SWEDEN","DIESEL",2312
2023,3,"SWEDEN","TOTAL",30261
2023,3,"EUROPEAN UNION","BEV",151573
