"year","month","brand","ytd_registrations"
2024,10,"NISSAN",3759
2024,10,"AUDI",3657
2024,10,"SKODA",3543
2024,10,"MERCEDES",2973
2024,10,"FORD",2681
2024,10,"MG",2634
2024,10,"RENAULT",2558
2024,10,"DACIA",2501
2024,10,"MAZDA",1687
2024,10,"JEEP",1686
2024,10,"TESLA",1647
2024,10,"VOLVO",1561
2024,10,"MINI",1492
2024,10,"SEAT",1278
2024,10,"CUPRA",861
2024,10,"BYD",810
2024,10,"LAND_ROVER",532
2024,10,"MITSUBISHI",411
2024,10,"LEXUS",355
2024,10,"HONDA",355
2024,10,"ALFA_ROMEO",243
2024,10,"PORSCHE",221
2024,10,"JAGUAR",75
2024,10,"SMART",51
2024,10,"SUBARU",35
2024,10,"DFSK",25
2024,10,"SERES",24
2024,10,"LYNK_&_CO",24
2024,10,"ABARTH",20
2024,10,"YUDO",19
2024,10,"MASERATI",16
2024,10,"LEAPMOTOR",15
2024,10,"BENTLEY",7
2024,10,"LOTUS",5
2024,10,"SAIC_MAXUS",4
2024,10,"KERABOSS",3
2024,10,"FERRARI",2
2024,10,"LAMBORGHINI",2
2024,10,"CHEVROLET",1
2024,10,"UNKNOWN",1
2024,10,"VOYAH",1
2024,10,"WESTFALIA",1
2024,10,"ZHIDOU",1
2024,11,"TOYOTA",22352
2024,11,"PEUGEOT",10126
2024,11,"SUZUKI",10071
2024,11,"HYUNDAI",8426
2024,11,"CITROEN/DS",7625
2024,11,"OPEL",6222
2024,11,"BMW",5977
2024,11,"VOLKSWAGEN",5689
2024,11,"FIAT",5037
2024,11,"KIA",4568
2024,11,"AUDI",4118
2024,11,"NISSAN",3999
2024,11,"SKODA",3806
2024,11,"MERCEDES",3204
2024,11,"RENAULT",3098
2024,11,"FORD",2983
2024,11,"MG",2926
2024,11,"DACIA",2853
2024,11,"JEEP",1865
2024,11,"VOLVO",1856
2024,11,"MAZDA",1812
2024,11,"TESLA",1802
2024,11,"MINI",1703
2024,11,"SEAT",1315
2024,11,"BYD",1260
2024,11,"CUPRA",976
2024,11,"LAND_ROVER",591
2024,11,"MITSUBISHI",416
2024,11,"LEXUS",414
2024,11,"HONDA",396
2024,11,"ALFA_ROMEO",273
2024,11,"PORSCHE",242
2024,11,"JAGUAR",81
2024,11,"SMART",53
2024,11,"SUBARU",40
2024,11,"LYNK_&_CO",28
2024,11,"DFSK",26
2024,11,"LEAPMOTOR",26
2024,11,"SERES",24
2024,11,"ABARTH",21
2024,11,"YUDO",20
2024,11,"MASERATI",20
2024,11,"BENTLEY",7
2024,11,"LOTUS",5
2024,11,"SAIC_MAXUS",4
2024,11,"KERABOSS",3
2024,11,"FERRARI",2
2024,11,"ZHIDOU",2
2024,11,"LAMBORGHINI",2
2024,11,"DONGFENG",1
2024,11,"CHEVROLET",1
2024,11,"UNKNOWN",1
2024,11,"VOYAH",1
2024,11,"WESTFALIA",1
2024,11,"ROLLS_ROYCE",1
2024,12,"TOYOTA",23518
2024,12,"SUZUKI",10636
2024,12,"PEUGEOT",10381
2024,12,"HYUNDAI",8906
2024,12,"CITROEN/DS",7772
2024,12,"BMW",6753
2024,12,"OPEL",6381
2024,12,"VOLKSWAGEN",6105
2024,12,"FIAT",5144
2024,12,"KIA",4771
2024,12,"AUDI",4369
2024,12,"NISSAN",4330
2024,12,"SKODA",3914
2024,12,"RENAULT",3653
2024,12,"MERCEDES",3449
2024,12,"DACIA",3415
2024,12,"FORD",3223
2024,12,"MG",3158
2024,12,"VOLVO",2235
2024,12,"MINI",2040
2024,12,"JEEP",2028
2024,12,"TESLA",1987
2024,12,"MAZDA",1879
2024,12,"BYD",1578
2024,12,"SEAT",1345
2024,12,"CUPRA",1089
2024,12,"LAND_ROVER",632
2024,12,"LEXUS",471
2024,12,"HONDA",441
2024,12,"MITSUBISHI",421
2024,12,"ALFA_ROMEO",315
2024,12,"PORSCHE",274
2024,12,"JAGUAR",92
2024,12,"SMART",69
2024,12,"LYNK_&_CO",62
2024,12,"LEAPMOTOR",50
2024,12,"SUBARU",43
2024,12,"DFSK",26
2024,12,"SERES",24
2024,12,"MASERATI",22
2024,12,"ABARTH",21
2024,12,"YUDO",20
2024,12,"BENTLEY",7
2024,12,"LOTUS",6
2024,12,"SAIC_MAXUS",4
2024,12,"KERABOSS",3
2024,12,"LAMBORGHINI",2
2024,12,"FERRARI",2
2024,12,"VOYAH",2
2024,12,"ZHIDOU",2
2024,12,"ROLLS_ROYCE",1
2024,12,"CHEVROLET",1
2024,12,"UNKNOWN",1
2024,12,"WESTFALIA",1
2024,12,"DONGFENG",1
2025,1,"TOYOTA",1870
2025,1,"OPEL",1095
2025,1,"PEUGEOT",970
2025,1,"HYUNDAI",772
2025,1,"CITROEN/DS",653
2025,1,"BMW",562
2025,1,"VOLKSWAGEN",527
2025,1,"MG",461
2025,1,"SUZUKI",457
2025,1,"KIA",378
2025,1,"NISSAN",315
2025,1,"AUDI",299
2025,1,"FORD",256
2025,1,"JEEP",232
2025,1,"MERCEDES",173
2025,1,"BYD",164
2025,1,"CUPRA",162
2025,1,"DACIA",161
2025,1,"FIAT",141
2025,1,"SKODA",136
2025,1,"MAZDA",126
2025,1,"MINI",121
2025,1,"ALFA_ROMEO",76
2025,1,"LEXUS",73
2025,1,"VOLVO",71
2025,1,"TESLA",64
2025,1,"RENAULT",62
2025,1,"LYNK_&_CO",56
2025,1,"SEAT",42
2025,1,"MITSUBISHI",41
2025,1,"PORSCHE",36
2025,1,"LAND_ROVER",32
2025,1,"HONDA",25
2025,1,"KGM",13
2025,1,"JAGUAR",8
2025,1,"LEAPMOTOR",7
2025,1,"DFSK",4
2025,1,"OMODA",4
2025,1,"SMART",4
2025,1,"MASERATI",3
2025,1,"JAECOO",2
2025,1,"FERRARI",1
2025,1,"KERABOSS",1
2025,1,"ABARTH",1
2025,1,"CAPRON",1
2025,1,"BENTLEY",1
2025,2,"TOYOTA",3394
2025,2,"PEUGEOT",2138
2025,2,"OPEL",1712
2025,2,"HYUNDAI",1513
2025,2,"CITROEN/DS",1138
2025,2,"BMW",1075
2025,2,"SUZUKI",1070
2025,2,"VOLKSWAGEN",1040
2025,2,"MG",796
2025,2,"KIA",688
2025,2,"NISSAN",565
2025,2,"AUDI",498
2025,2,"FORD",473
2025,2,"JEEP",408
2025,2,"BYD",408
2025,2,"MERCEDES",357
2025,2,"SKODA",356
2025,2,"MINI",311
2025,2,"DACIA",311
2025,2,"FIAT",286
2025,2,"CUPRA",271
2025,2,"MAZDA",222
2025,2,"VOLVO",198
2025,2,"ALFA_ROMEO",164
2025,2,"SEAT",156
2025,2,"RENAULT",141
2025,2,"LEXUS",131
2025,2,"LYNK_&_CO",131
2025,2,"TESLA",104
2025,2,"MITSUBISHI",100
2025,2,"LAND_ROVER",69
2025,2,"PORSCHE",57
2025,2,"HONDA",53
2025,2,"LEAPMOTOR",40
2025,2,"KGM",32
2025,2,"DFSK",27
2025,2,"JAGUAR",12
2025,2,"SMART",11
2025,2,"SUBARU",5
2025,2,"OMODA",4
2025,2,"MASERATI",3
2025,2,"BENTLEY",2
2025,2,"JAECOO",2
2025,2,"CAPRON",1
2025,2,"FERRARI",1
2025,2,"ABARTH",1
2025,2,"KERABOSS",1
2025,2,"VOYAH",1
2025,3,"TOYOTA",5140
2025,3,"PEUGEOT",3394
2025,3,"OPEL",2444
2025,3,"HYUNDAI",2321
2025,3,"CITROEN/DS",1882
2025,3,"SUZUKI",1812
2025,3,"BMW",1680
2025,3,"VOLKSWAGEN",1521
2025,3,"NISSAN",1474
2025,3,"KIA",1237
2025,3,"MG",1142
2025,3,"FIAT",750
2025,3,"SKODA",747
2025,3,"FORD",745
2025,3,"AUDI",739
2025,3,"MERCEDES",607
2025,3,"RENAULT",591
2025,3,"JEEP",588
2025,3,"BYD",528
2025,3,"MINI",519
2025,3,"DACIA",479
2025,3,"CUPRA",394
2025,3,"VOLVO",332
2025,3,"TESLA",319
2025,3,"MAZDA",315
2025,3,"SEAT",273
2025,3,"ALFA_ROMEO",217
2025,3,"LEXUS",188
2025,3,"LYNK_&_CO",154
2025,3,"MITSUBISHI",150
2025,3,"LAND_ROVER",137
2025,3,"HONDA",90
2025,3,"PORSCHE",81
2025,3,"LEAPMOTOR",60
2025,3,"DFSK",49
2025,3,"KGM",36
2025,3,"JAGUAR",16
2025,3,"SMART",15
2025,3,"SUBARU",9
2025,3,"OMODA",4
2025,3,"MASERATI",4
2025,3,"BENTLEY",3
2025,3,"ABARTH",2
2025,3,"JAECOO",2
2025,3,"KERABOSS",1
2025,3,"FERRARI",1
2025,3,"CAPRON",1
2025,3,"ROLLS_ROYCE",1
2025,3,"LAMBORGHINI",1
2025,3,"VOYAH",1
